path,family,kind,sha256,duplicate_of,bytes,model,expected_rounds,final_round,history_entries,code_commit,code_dirty,replicate_id
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_024_neutral_hospitality_and_guest_right/cooperativity_results.json,archive/data/plots,other_json,71f3c922752f7d492f45431e9bba31616b7678a1d469caa02b11287b018e9d42,,8632,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_022_neutral_sacred_oaths_and_covenants/cooperativity_results.json,archive/data/plots,other_json,395de5aea9311e7cf40c53485d5fa78c9c76e93898708e254f5e3bec1650a451,,8726,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_021_neutral_prosocial_religion_cultural_evolution/cooperativity_results.json,archive/data/plots,other_json,a978092b4b79d9f21fe49af802f891f163f4c885a9fe0cc80e3416e47c6a7715,,8877,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_024_neutral_hospitality_and_guest_right_2/cooperativity_results.json,archive/data/plots,other_json,1c4a027d5e9aeb33ec724063f4b4bf74cbe308e6ff32f4029fdaf2f0ac470974,,8894,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_025_neutral_trickster_betrayal_and_price_2/cooperativity_results.json,archive/data/plots,other_json,32266d3bcc8179973b66fc6595e0e30bb109e26eb6d107bd9c7bf65f6bcb6a28,,8613,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_020_neutral_anything_2/cooperativity_results.json,archive/data/plots,other_json,aec715f8fd82fc55a13c45bc405cf445adeea51436e7b97ef6ef10bd030c774f,,9134,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_023_neutral_reputation_gossip_and_honor/cooperativity_results.json,archive/data/plots,other_json,04bb2adc86b628c126b96bd094a5f3aab4e35f74aeafc05b80be3fc2657473a4,,8903,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_020_neutral_anything/cooperativity_results.json,archive/data/plots,other_json,1962cf4eb0eb7c3529a9d9d759842006060f09c7b80862d522623e73f4eede65,,8520,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_025_neutral_trickster_betrayal_and_price/cooperativity_results.json,archive/data/plots,other_json,66f8ddc89e8a2815e1b2831e829aee39a70f0b80f33f1b7c96f22e8494818ce1,,8981,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_023_neutral_reputation_gossip_and_honor_2/cooperativity_results.json,archive/data/plots,other_json,0685baf4de65202c6400a70f55479b2f5dd7160a74657863a20a054fe5e9b8ce,,8785,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_022_neutral_sacred_oaths_and_covenants_2/cooperativity_results.json,archive/data/plots,other_json,da15d1ebe3f31d5a5cb03ff6321f3617304a6a4b74c3f966315a281346c3957e,,8781,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth/10runs_model_comparison_021_neutral_prosocial_religion_cultural_evolution_2/cooperativity_results.json,archive/data/plots,other_json,b706da7f37ea635bb0dd4518e8b0c561373c6d534d410020499e91f6bfe9e075,,8542,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth_game/10runs_model_comparison_035_neutral_reputation_gossip_and_honor/word_chain_results.json,archive/data/plots,other_json,480ab9d04515af71b08b3f05552fe2a9bde53a209983ee4743973078b62ac32e,,14358,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth_game/10runs_model_comparison_035_neutral_reputation_gossip_and_honor/sentence_structure_analysis.json,archive/data/plots,other_json,94272323023f93c732ecd95a018d6988de3991a8218aae68beabc49a3ce79977,,556303,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth_game/10runs_model_comparison_035_neutral_reputation_gossip_and_honor/cooperativity_results.json,archive/data/plots,other_json,679271e5f1f0dc10b6f9c338595ffb6fbb9c56e5f3c2143b8abc15d2a1828f8c,,8766,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth_game/10runs_model_comparison_036_neutral_hospitality_and_guest_right/word_chain_results.json,archive/data/plots,other_json,9fdc39158e4241385ea0f5a749b807841dd49bed681fb755129486f770324cfc,,15610,,,,,,,
archive/data/plots/10runs_model_comparison/mistral-small-creative/myth_game/10runs_model_comparison_036_neutral_hospitality_and_guest_right/sentence_structure_analysis.json,archive/data/plots,other_json,582f3624b1fc5e542b76033dd69a03df07e9667b5c92f7d0a3c514f9f367a19e,,644176,,,,,,,
